ListingNumber,Term,LoanStatus,BorrowerAPR,BorrowerRate,LenderYield,ProsperScore,ListingCategory,BorrowerState,Occupation,EmploymentStatus,AmountDelinquent,TotalProsperLoans,TotalProsperPaymentsBilled,OnTimeProsperPayments,ProsperPaymentsLessThanOneMonthLate,ProsperPaymentsOneMonthPlusLate,ProsperPrincipalBorrowed,LoanOriginalAmount,LoanOriginationDate
1238961,36,Current,0.31975,0.28,0.27,2,Debt Consolidation,IL,Other,Employed,0,1,28,28,0,0.0,4000.0,10000,2014
886009,36,Current,0.14348,0.1153,0.1053,8,Vacation,IL,Realtor,Employed,0,1,12,12,0,0.0,4000.0,2000,2013
892620,36,Current,0.21699,0.18,0.17,7,Debt Consolidation,CA,Professional,Employed,0,2,17,17,0,0.0,21000.0,15000,2013
606960,60,Current,0.35838,0.3304,0.3204,1,Debt Consolidation,VA,Accountant/CPA,Self-employed,56,1,35,35,0,0.0,2800.0,4000,2012
787165,60,Current,0.17522,0.1519,0.1419,7,Home Improvement,IN,Analyst,Employed,0,3,19,19,0,0.0,18500.0,20000,2013
1202259,60,Current,0.22165,0.197,0.187,7,Home Improvement,IL,Professional,Self-employed,0,3,77,77,0,0.0,27000.0,15000,2014
517538,36,Completed,0.34621,0.3099,0.2999,5,Debt Consolidation,NC,Attorney,Employed,0,1,9,9,0,0.0,2051.0,7500,2011
612896,60,Chargedoff,0.28704,0.261,0.251,4,Debt Consolidation,GA,Sales - Commission,Employed,0,1,9,9,0,0.0,5000.0,15000,2012
758717,60,Current,0.15629,0.1334,0.1234,9,Auto,FL,Medical Technician,Full-time,0,3,63,56,7,0.0,13500.0,12000,2013
501703,36,Completed,0.27467,0.2399,0.2299,4,Debt Consolidation,FL,Other,Full-time,2264,2,48,48,0,0.0,9000.0,7000,2011
855881,36,Current,0.15833,0.1299,0.1199,7,Debt Consolidation,CA,Administrative Assistant,Full-time,0,1,32,32,0,0.0,2700.0,11000,2013
1211880,36,Current,0.06726,0.0605,0.0505,11,Debt Consolidation,NC,Analyst,Employed,0,1,8,8,0,0.0,3500.0,16000,2014
498638,60,Completed,0.15366,0.1399,0.1299,9,Debt Consolidation,VA,Executive,Employed,0,1,16,16,0,0.0,2500.0,10000,2011
548497,36,Current,0.18478,0.1559,0.1459,6,Baby&Adoption,AR,Military Officer,Employed,0,1,14,13,1,0.0,4000.0,4000,2012
722971,12,FinalPaymentInProgress,0.28525,0.2064,0.1964,6,Debt Consolidation,NV,Realtor,Employed,0,2,38,36,2,0.0,8000.0,4000,2013
626105,60,Current,0.15936,0.1364,0.1264,9,Home Improvement,TX,Other,Employed,0,3,52,52,0,0.0,24404.43,14209,2012
873624,36,Past Due (1-15 days),0.19645,0.1599,0.1499,8,Debt Consolidation,DC,Analyst,Employed,0,1,11,11,0,0.0,14700.0,15000,2013
532934,36,Chargedoff,0.35244,0.316,0.306,2,Debt Consolidation,OH,Laborer,Full-time,134,1,10,10,0,0.0,4000.0,2000,2011
1162399,60,Current,0.28156,0.2554,0.2454,4,Debt Consolidation,FL,Other,Other,17444,1,19,19,0,0.0,2000.0,4000,2014
609746,60,Current,0.20705,0.183,0.173,6,Debt Consolidation,CT,Skilled Labor,Full-time,0,2,32,32,0,0.0,17000.0,6000,2012
967413,36,Current,0.1802,0.144,0.134,11,Debt Consolidation,CA,Administrative Assistant,Employed,127,2,25,25,0,0.0,27000.0,19000,2013
1154566,36,Current,0.06726,0.0605,0.0505,10,Business,NC,Sales - Retail,Self-employed,0,1,35,35,0,0.0,12500.0,8500,2014
534444,12,Completed,0.06589,0.0565,0.0465,10,Business,CA,Professional,Employed,0,1,2,2,0,0.0,5000.0,5000,2011
806671,36,Current,0.35356,0.3134,0.3034,2,Home Improvement,SC,Other,Employed,0,2,45,45,0,0.0,7000.0,4000,2013
488563,12,Completed,0.05927,0.0499,0.0399,10,Other,MN,Other,Full-time,0,1,23,23,0,0.0,2500.0,3500,2011
634001,36,Chargedoff,0.12528,0.0974,0.0874,9,Medical/Dental,GA,Other,Employed,0,1,16,15,1,0.0,21000.0,4000,2012
1027534,60,Current,0.22549,0.201,0.191,6,Home Improvement,UT,Other,Employed,0,1,18,18,0,0.0,4000.0,15000,2013
789743,60,Current,0.31293,0.2862,0.2762,2,Debt Consolidation,PA,Professional,Self-employed,0,4,94,94,0,0.0,17500.0,4000,2013
442737,36,Completed,0.36438,0.34,0.33,6,Debt Consolidation,FL,Medical Technician,Full-time,0,2,18,18,0,0.0,5650.0,3350,2010
719204,36,Current,0.30285,0.2639,0.2539,2,Other,CA,Medical Technician,Employed,0,1,14,14,0,0.0,4500.0,4000,2013
877501,36,Current,0.22712,0.1899,0.1799,3,Other,NY,Teacher,Self-employed,0,1,9,9,0,0.0,3000.0,6000,2013
972652,60,Current,0.18965,0.166,0.156,6,Business,NY,Other,Self-employed,0,1,20,16,4,0.0,10000.0,4000,2013
733829,36,Current,0.17754,0.1414,0.1314,6,Debt Consolidation,OH,Other,Employed,0,1,12,12,0,0.0,2000.0,2300,2013
496699,36,Completed,0.34887,0.3125,0.3025,4,Other,IL,Teacher,Full-time,5504,3,28,28,0,0.0,17400.0,4000,2011
423499,36,Completed,0.11499,0.094,0.084,9,Business,PA,Accountant/CPA,Full-time,0,1,12,12,0,0.0,13000.0,4900,2009
700599,60,Current,0.3302,0.303,0.293,3,Debt Consolidation,TX,Engineer - Mechanical,Employed,43789,4,85,68,17,0.0,20500.0,4000,2013
525489,36,Current,0.124,0.1029,0.0929,8,Debt Consolidation,GA,Professional,Full-time,0,3,86,86,0,0.0,53100.0,15000,2011
863227,60,Current,0.10878,0.0869,0.0769,10,Business,TX,Accountant/CPA,Employed,0,1,13,13,0,0.0,25000.0,14000,2013
534641,36,Completed,0.25486,0.2205,0.2105,4,Debt Consolidation,CT,Truck Driver,Full-time,0,2,22,22,0,0.0,2600.0,2700,2011
812835,60,Past Due (61-90 days),0.20081,0.1769,0.1669,6,Debt Consolidation,SC,Other,Employed,3969,1,15,15,0,0.0,7000.0,12000,2013
535737,60,Past Due (91-120 days),0.22029,0.2056,0.1956,6,Debt Consolidation,GA,Other,Full-time,0,1,17,17,0,0.0,6000.0,10000,2011
527164,36,Completed,0.22362,0.1899,0.1799,6,Debt Consolidation,NE,Sales - Commission,Full-time,0,2,55,55,0,0.0,4000.0,4500,2011
1048920,36,Current,0.17969,0.1435,0.1335,6,Debt Consolidation,CA,Sales - Commission,Employed,0,1,15,15,0,0.0,6500.0,15000,2013
851988,60,Completed,0.21566,0.1914,0.1814,5,Debt Consolidation,MD,Fireman,Employed,0,1,6,6,0,0.0,5000.0,15000,2013
803216,36,Current,0.15324,0.1249,0.1149,7,Debt Consolidation,SC,Professional,Employed,0,1,17,17,0,0.0,11000.0,6500,2013
507269,36,Completed,0.08331,0.0799,0.0699,10,Business,OH,Medical Technician,Employed,0,2,8,8,0,0.0,10000.0,6500,2011
1215344,36,Current,0.06726,0.0605,0.0505,11,Debt Consolidation,WA,Other,Full-time,0,2,33,33,0,0.0,7400.0,6000,2014
502760,36,Completed,0.13545,0.1074,0.0974,8,Debt Consolidation,MT,Other,Full-time,0,1,8,8,0,0.0,3000.0,3000,2011
525345,36,Past Due (1-15 days),0.28339,0.2449,0.2349,5,Debt Consolidation,NJ,Professional,Employed,0,2,39,35,4,0.0,7760.0,5665,2012
870705,36,Current,0.20053,0.1639,0.1539,7,Debt Consolidation,GA,Executive,Self-employed,0,1,15,15,0,0.0,4000.0,8500,2013
516534,36,Current,0.124,0.1029,0.0929,8,Debt Consolidation,MN,Analyst,Full-time,0,2,38,38,0,0.0,22500.0,18000,2011
417168,36,Completed,0.23383,0.1999,0.1899,7,Debt Consolidation,IL,Other,Full-time,0,2,54,54,0,0.0,17500.0,5000,2010
517105,36,Completed,0.34887,0.3125,0.3025,1,Other,OH,Professional,Employed,161782,3,46,46,0,0.0,12300.0,2000,2011
493962,36,Completed,0.35643,0.3199,0.3099,4,Business,MO,Sales - Commission,Employed,0,1,6,6,0,0.0,3600.0,4000,2011
538345,36,Completed,0.25486,0.2205,0.2105,4,Debt Consolidation,IL,Police Officer/Correction Officer,Full-time,0,3,37,37,0,0.0,7500.0,2000,2011
534714,12,Completed,0.19843,0.1399,0.1299,7,Auto,MI,Engineer - Mechanical,Employed,0,1,2,2,0,0.0,3500.0,2785,2011
466300,36,Completed,0.37453,0.35,0.34,4,Debt Consolidation,IL,Executive,Full-time,562,1,36,35,1,0.0,4000.0,4500,2010
462066,36,Completed,0.11296,0.092,0.082,10,Debt Consolidation,PA,Accountant/CPA,Full-time,0,1,21,21,0,0.0,7500.0,2000,2010
599209,36,Completed,0.33973,0.2999,0.2899,3,Other,AL,Computer Programmer,Employed,13159,1,3,3,0,0.0,4000.0,4000,2012
981868,36,Current,0.22415,0.187,0.177,4,Vacation,MN,Other,Self-employed,0,1,12,12,0,0.0,2000.0,3500,2013
789506,60,Current,0.16499,0.1419,0.1319,8,Business,GA,Executive,Employed,0,1,8,8,0,0.0,17000.0,19728,2013
738126,36,Past Due (91-120 days),0.35356,0.3134,0.3034,4,Business,VA,Professional,Self-employed,0,1,2,2,0,0.0,4000.0,4000,2013
690624,60,Completed,0.19907,0.1752,0.1652,8,Debt Consolidation,MI,Computer Programmer,Employed,0,2,37,37,0,0.0,8000.0,15000,2013
1098871,36,Current,0.20217,0.1655,0.1555,6,Debt Consolidation,WI,Sales - Commission,Employed,0,1,9,9,0,0.0,15000.0,15000,2014
547179,36,Current,0.34731,0.3073,0.2973,3,Household Expenses,AL,Teacher,Employed,0,2,41,41,0,0.0,4000.0,3000,2011
571053,60,Current,0.28704,0.261,0.251,4,Debt Consolidation,MO,Other,Employed,0,1,19,19,0,0.0,3200.0,15000,2012
493697,36,Completed,0.28488,0.2499,0.2399,6,Other,WA,Other,Employed,0,1,33,33,0,0.0,1000.0,2000,2011
630354,12,Completed,0.11731,0.0801,0.0701,7,Debt Consolidation,OH,Food Service,Employed,0,5,30,30,0,0.0,24500.0,5000,2012
746356,60,Current,0.26877,0.2432,0.2332,2,Other,PA,Other,Other,0,1,3,3,0,0.0,2816.61,4000,2013
658322,60,Chargedoff,0.28848,0.2624,0.2524,3,Debt Consolidation,GA,Other,Full-time,0,2,29,29,0,0.0,16000.0,4500,2012
546475,36,Current,0.28728,0.2487,0.2387,2,Business,MO,Social Worker,Self-employed,0,1,14,14,0,0.0,3500.0,5500,2011
627623,36,Current,0.15833,0.1299,0.1199,6,Debt Consolidation,OR,Administrative Assistant,Employed,0,1,14,11,3,0.0,6000.0,8000,2012
1010204,36,Current,0.07922,0.0659,0.0559,11,Debt Consolidation,FL,Other,Self-employed,0,2,18,18,0,0.0,12000.0,10000,2013
445673,36,Completed,0.18173,0.1599,0.1499,9,Debt Consolidation,NC,Other,Full-time,0,1,17,17,0,0.0,1650.0,2000,2010
673256,60,Current,0.14494,0.1223,0.1123,8,Engagement Ring,FL,Analyst,Employed,0,1,21,21,0,0.0,1500.0,10550,2012
624857,60,Current,0.2893,0.2632,0.2532,4,Debt Consolidation,WI,Professional,Employed,0,3,71,42,10,19.0,23000.0,12100,2012
716363,60,Chargedoff,0.3304,0.3032,0.2932,2,Medical/Dental,OH,Food Service,Employed,2700,1,9,9,0,0.0,4500.0,3500,2013
506483,36,Completed,0.32576,0.2899,0.2799,1,Home Improvement,WI,Scientist,Employed,15,3,37,37,0,0.0,9000.0,2000,2011
538964,36,Current,0.29254,0.2574,0.2474,6,Debt Consolidation,WI,Nurse (RN),Full-time,0,2,49,38,9,2.0,3000.0,5500,2011
970273,60,Current,0.12614,0.1039,0.0939,11,Debt Consolidation,UT,Other,Employed,0,1,4,4,0,0.0,3300.0,12000,2013
565173,12,Completed,0.13706,0.0609,0.0509,8,Large Purchases,FL,Sales - Commission,Employed,223738,1,11,11,0,0.0,5000.0,4000,2012
521043,36,Completed,0.124,0.1029,0.0929,8,Auto,MO,Other,Employed,0,1,6,6,0,0.0,7500.0,6000,2011
462024,36,Completed,0.38723,0.35,0.34,4,Home Improvement,GA,Other,Full-time,0,1,31,31,0,0.0,6000.0,6000,2010
1190815,36,Current,0.31975,0.28,0.27,2,Taxes,IL,Other,Employed,0,1,11,11,0,0.0,4000.0,4000,2014
599765,36,Current,0.12427,0.0964,0.0864,8,Debt Consolidation,MO,Architect,Employed,0,2,51,51,0,0.0,12000.0,3000,2012
461838,36,Completed,0.37453,0.35,0.34,8,Debt Consolidation,OK,Accountant/CPA,Full-time,0,2,41,41,0,0.0,5000.0,3000,2010
464409,36,Completed,0.34631,0.31,0.3,6,Debt Consolidation,MT,Other,Full-time,0,2,63,63,0,0.0,15500.0,7500,2010
432876,36,Defaulted,0.17221,0.1505,0.1405,8,Debt Consolidation,MO,Computer Programmer,Full-time,0,1,36,36,0,0.0,5000.0,12000,2009
640731,60,Current,0.29464,0.2684,0.2584,3,Debt Consolidation,AL,Analyst,Employed,0,3,58,58,0,0.0,7800.0,6500,2012
706698,60,Current,0.13227,0.1099,0.0999,10,Debt Consolidation,CA,Civil Service,Employed,0,4,68,68,0,0.0,44500.0,20000,2013
786999,36,Current,0.20053,0.1639,0.1539,6,Home Improvement,CA,Administrative Assistant,Employed,0,1,19,19,0,0.0,3200.0,2000,2013
512818,36,Defaulted,0.34887,0.3125,0.3025,1,Debt Consolidation,CA,Administrative Assistant,Employed,0,1,8,8,0,0.0,1750.0,4000,2011
460670,36,Chargedoff,0.37453,0.35,0.34,5,Business,NC,Executive,Full-time,0,1,22,22,0,0.0,5000.0,4500,2010
789774,36,Current,0.14348,0.1153,0.1053,8,Home Improvement,CA,Nurse (RN),Employed,70659,2,2,2,0,0.0,23000.0,15000,2013
868095,36,Current,0.35356,0.3134,0.3034,7,Household Expenses,NY,Other,Retired,0,1,19,19,0,0.0,10000.0,2000,2013
888565,36,Current,0.13697,0.1089,0.0989,9,Debt Consolidation,NC,Construction,Full-time,0,1,35,35,0,0.0,9500.0,20000,2013
438648,36,Completed,0.15144,0.13,0.12,10,Debt Consolidation,MO,Professional,Full-time,0,2,38,37,1,0.0,8750.0,1750,2009
437880,36,Chargedoff,0.35088,0.3267,0.3167,6,Debt Consolidation,CA,Laborer,Full-time,0,2,26,26,0,0.0,10000.0,7500,2009
755950,60,Current,0.26877,0.2432,0.2332,2,Medical/Dental,TX,Other,Employed,0,1,9,9,0,0.0,4000.0,4000,2013
509318,36,Completed,0.22362,0.1899,0.1799,6,Debt Consolidation,AR,Computer Programmer,Employed,0,1,1,1,0,0.0,2000.0,5000,2011
630261,36,Current,0.17754,0.1414,0.1314,7,Debt Consolidation,MA,Sales - Retail,Employed,0,1,3,3,0,0.0,3000.0,15000,2012
1020751,36,Current,0.17969,0.1435,0.1335,8,Debt Consolidation,CA,Engineer - Electrical,Employed,0,3,61,60,1,0.0,19275.0,9000,2014
510718,36,Current,0.27467,0.2399,0.2299,5,Auto,NC,Clerical,Part-time,0,1,35,34,1,0.0,4000.0,2000,2011
706732,36,Completed,0.23939,0.2019,0.1919,2,Debt Consolidation,CA,Fireman,Employed,0,1,12,12,0,0.0,4000.0,3500,2013
622314,36,Past Due (31-60 days),0.21434,0.1774,0.1674,4,Other,CO,Other,Retired,0,1,11,8,3,0.0,7500.0,6543,2012
1119803,60,Current,0.13227,0.1099,0.0999,10,Debt Consolidation,CO,Principal,Employed,0,1,1,1,0,0.0,15000.0,11500,2014
454826,36,Completed,0.26931,0.2463,0.2363,8,Debt Consolidation,VA,Military Enlisted,Full-time,0,1,4,4,0,0.0,2400.0,3180,2010
538550,36,Current,0.25486,0.2205,0.2105,3,Debt Consolidation,IN,Nurse (RN),Employed,0,3,77,76,1,0.0,12800.0,6000,2011
538355,36,Current,0.13545,0.1074,0.0974,9,Debt Consolidation,SC,Computer Programmer,Employed,0,1,7,7,0,0.0,7600.0,7600,2011
537821,36,Current,0.18751,0.1656,0.1556,6,Other,CO,Other,Full-time,0,1,18,18,0,0.0,6500.0,13000,2011
526463,60,Defaulted,0.24252,0.2199,0.2099,6,Debt Consolidation,VA,Professional,Full-time,62092,1,35,35,0,0.0,10000.0,10000,2011
436757,36,Completed,0.34195,0.3179,0.3079,8,Other,WA,Accountant/CPA,Full-time,0,1,18,18,0,0.0,3000.0,2000,2009
491584,36,Completed,0.15134,0.1299,0.1199,8,Debt Consolidation,GA,Computer Programmer,Full-time,295,1,6,6,0,0.0,1000.0,3000,2011
504005,60,Completed,0.27322,0.2499,0.2399,5,Home Improvement,TX,Professional,Employed,0,1,2,2,0,0.0,5001.0,12500,2011
764638,36,Current,0.20053,0.1639,0.1539,6,Debt Consolidation,MN,Professional,Employed,0,1,3,3,0,0.0,4000.0,10000,2013
721692,36,Current,0.25781,0.2199,0.2099,5,Wedding Loans,VA,Engineer - Electrical,Full-time,15335,3,80,80,0,0.0,4200.0,3500,2013
457694,36,Completed,0.35423,0.33,0.32,4,Student Use,LA,Other,Retired,130,1,19,19,0,0.0,1500.0,1750,2010
786872,36,Current,0.20053,0.1639,0.1539,4,Home Improvement,IL,Accountant/CPA,Employed,0,1,8,8,0,0.0,12000.0,6000,2013
680040,60,Completed,0.23277,0.2081,0.1981,5,Auto,WA,Skilled Labor,Employed,0,1,2,2,0,0.0,5000.0,2500,2012
534614,36,Current,0.18751,0.1656,0.1556,6,Home Improvement,GA,Fireman,Employed,0,2,46,46,0,0.0,6500.0,8000,2011
574066,60,Current,0.20705,0.183,0.173,7,Debt Consolidation,WA,Engineer - Mechanical,Full-time,0,1,22,22,0,0.0,3000.0,13000,2012
986512,36,Current,0.21699,0.18,0.17,4,Debt Consolidation,CO,Medical Technician,Employed,0,1,14,14,0,0.0,4000.0,15000,2013
1128019,36,Current,0.0762,0.0629,0.0529,11,Debt Consolidation,NY,Executive,Employed,0,2,7,7,0,0.0,18500.0,15000,2014
503028,36,Chargedoff,0.34887,0.3125,0.3025,5,Business,NC,Computer Programmer,Full-time,0,1,9,4,5,0.0,3000.0,4000,2011
432277,36,Completed,0.08241,0.079,0.069,10,Debt Consolidation,NJ,Other,Full-time,0,2,29,29,0,0.0,11200.0,2500,2010
678515,60,Current,0.25133,0.2262,0.2162,5,Debt Consolidation,NY,Executive,Employed,0,2,21,21,0,0.0,17500.0,13500,2013
488095,36,Completed,0.3094,0.2739,0.2639,6,Debt Consolidation,MO,Other,Retired,0,1,34,34,0,0.0,6000.0,4000,2010
1037995,60,Current,0.28129,0.2554,0.2454,2,Auto,WI,Professional,Employed,0,1,25,24,1,0.0,6000.0,10000,2013
484296,36,Completed,0.29265,0.2575,0.2475,8,Other,CT,Administrative Assistant,Full-time,0,1,10,10,0,0.0,1000.0,3000,2010
755141,36,Current,0.09333,0.0799,0.0699,9,Debt Consolidation,TX,Other,Full-time,0,1,35,35,0,0.0,2500.0,2000,2013
505514,36,Completed,0.32576,0.2899,0.2799,1,Debt Consolidation,WI,Truck Driver,Self-employed,0,1,33,33,0,0.0,8900.0,7500,2011
756283,60,Current,0.17061,0.1474,0.1374,7,Debt Consolidation,WI,Computer Programmer,Employed,10310,2,58,58,0,0.0,9000.0,10000,2013
512097,36,Completed,0.34621,0.3099,0.2999,1,Debt Consolidation,DC,Analyst,Employed,0,1,7,7,0,0.0,15000.0,7500,2011
1226816,60,Current,0.15817,0.135,0.125,10,Debt Consolidation,CT,Executive,Employed,0,1,19,19,0,0.0,15000.0,19000,2014
506626,36,Current,0.10375,0.0829,0.0729,7,Debt Consolidation,DE,Sales - Retail,Full-time,0,3,72,72,0,0.0,22500.0,12000,2011
585388,36,Completed,0.22742,0.1902,0.1802,4,Auto,MD,Analyst,Full-time,0,1,31,29,2,0.0,6050.0,7000,2012
804998,36,Current,0.31032,0.2712,0.2612,5,Debt Consolidation,NY,Sales - Retail,Self-employed,0,1,6,6,0,0.0,4000.0,4000,2013
924615,36,Current,0.35356,0.3134,0.3034,1,Other,PA,Other,Employed,0,2,61,61,0,0.0,7050.0,4000,2013
785320,36,Current,0.14348,0.1153,0.1053,8,Vacation,NC,Other,Other,0,1,13,13,0,0.0,7000.0,7500,2013
504228,36,Completed,0.14121,0.1199,0.1099,8,Debt Consolidation,WA,Other,Full-time,0,1,35,35,0,0.0,5000.0,6000,2011
524970,36,Completed,0.124,0.1029,0.0929,8,Debt Consolidation,OR,Other,Employed,0,2,65,64,1,0.0,14998.0,4500,2011
557877,36,Current,0.06587,0.0625,0.0525,10,Other,FL,Professional,Employed,0,1,17,17,0,0.0,2700.0,3000,2012
604083,36,Current,0.12427,0.0964,0.0864,9,Taxes,MD,Analyst,Employed,0,1,35,35,0,0.0,6001.0,4500,2012
558822,36,Completed,0.17359,0.1449,0.1349,5,Home Improvement,MI,Other,Other,0,1,8,8,0,0.0,2500.0,2000,2012
701263,36,Current,0.13697,0.1089,0.0989,9,Auto,CA,Professional,Full-time,7659,4,76,75,1,0.0,11700.0,7000,2013
634891,36,Current,0.35797,0.3177,0.3077,2,Debt Consolidation,GA,Police Officer/Correction Officer,Employed,403,1,9,9,0,0.0,2200.0,4000,2012
630702,36,Current,0.21025,0.1734,0.1634,5,Other,WA,Other,Employed,0,1,10,10,0,0.0,4500.0,4326,2012
578726,60,Current,0.24702,0.222,0.212,4,Debt Consolidation,GA,Other,Employed,0,1,9,9,0,0.0,6000.0,15000,2012
439571,36,Completed,0.10436,0.0835,0.0735,9,Auto,MO,Other,Full-time,0,1,3,3,0,0.0,7500.0,4000,2009
631170,60,Completed,0.19661,0.1728,0.1628,5,Other,NJ,Other,Employed,0,1,6,6,0,0.0,10000.0,10000,2012
864242,36,Current,0.15833,0.1299,0.1199,8,Debt Consolidation,NY,Accountant/CPA,Employed,0,2,15,15,0,0.0,13000.0,25000,2013
498836,60,Current,0.22207,0.1999,0.1899,7,Debt Consolidation,NC,Other,Retired,0,1,14,14,0,0.0,3500.0,15000,2011
1065316,60,Current,0.25564,0.2304,0.2204,3,Medical/Dental,IL,Accountant/CPA,Employed,0,1,6,6,0,0.0,4000.0,10000,2013
583208,60,Completed,0.20705,0.183,0.173,7,Debt Consolidation,CA,Other,Full-time,0,1,22,22,0,0.0,15000.0,15000,2012
485371,36,Completed,0.2763,0.2415,0.2315,6,Business,FL,Professional,Employed,0,1,8,8,0,0.0,1000.0,3000,2010
594430,60,Current,0.20705,0.183,0.173,6,Debt Consolidation,MD,Professional,Employed,0,1,6,6,0,0.0,4000.0,3500,2012
730331,60,Current,0.31848,0.2916,0.2816,5,Debt Consolidation,WI,Sales - Retail,Employed,0,1,9,9,0,0.0,15000.0,4000,2013
582374,36,Current,0.26681,0.2287,0.2187,5,Debt Consolidation,OR,Other,Employed,0,1,20,20,0,0.0,2500.0,7000,2012
644080,60,Current,0.23277,0.2081,0.1981,4,Other,AZ,Sales - Retail,Employed,0,1,15,15,0,0.0,3200.0,2000,2012
426050,36,Completed,0.28675,0.2635,0.2535,8,Debt Consolidation,MO,Clerical,Full-time,0,2,58,32,26,0.0,8300.0,5000,2009
754534,36,Current,0.13138,0.1034,0.0934,10,Debt Consolidation,NE,Computer Programmer,Employed,0,4,58,56,2,0.0,37400.0,19000,2013
1106644,36,Current,0.08496,0.0716,0.0616,10,Debt Consolidation,MD,Attorney,Self-employed,0,2,66,66,0,0.0,22500.0,15000,2014
723305,60,Current,0.23052,0.2059,0.1959,5,Business,OH,Professional,Employed,0,1,9,9,0,0.0,4000.0,5000,2013
564445,60,Past Due (1-15 days),0.14766,0.1296,0.1196,8,Wedding Loans,MO,Executive,Employed,0,1,12,12,0,0.0,2000.0,7000,2012
503692,36,Completed,0.124,0.1029,0.0929,8,Debt Consolidation,DC,Analyst,Employed,0,1,13,13,0,0.0,1500.0,2000,2011
429318,36,Completed,0.37453,0.35,0.34,5,Debt Consolidation,IL,Clerical,Full-time,498,1,15,15,0,0.0,3060.0,3060,2009
710059,60,Completed,0.20081,0.1769,0.1669,3,Home Improvement,MS,Other,Employed,0,1,1,1,0,0.0,4000.0,9000,2013
944070,36,Current,0.19501,0.1585,0.1485,10,Household Expenses,FL,Professional,Employed,0,1,19,19,0,0.0,25000.0,15000,2013
545791,36,Completed,0.18478,0.1559,0.1459,6,Debt Consolidation,FL,Other,Employed,187,1,24,23,1,0.0,6000.0,10000,2011
420253,36,Completed,0.13289,0.1093,0.0993,9,Home Improvement,FL,Waiter/Waitress,Part-time,0,1,12,12,0,0.0,1300.0,1500,2009
786040,60,Current,0.17522,0.1519,0.1419,7,Debt Consolidation,IN,Social Worker,Employed,0,3,84,84,0,0.0,20450.0,15000,2013
806602,36,Current,0.14348,0.1153,0.1053,8,Medical/Dental,WA,Professional,Employed,0,1,9,9,0,0.0,2000.0,3200,2013
1096203,36,Current,0.13799,0.1099,0.0999,11,Debt Consolidation,CA,Other,Employed,0,2,34,34,0,0.0,21250.0,20000,2013
480430,36,Completed,0.15144,0.13,0.12,8,Debt Consolidation,NY,Professional,Employed,0,3,53,53,0,0.0,21000.0,8000,2010
658561,60,Current,0.18637,0.1628,0.1528,6,Other,FL,Teacher,Employed,0,1,6,6,0,0.0,10000.0,15000,2012
546934,36,Completed,0.12528,0.0974,0.0874,8,Other,WI,Professional,Full-time,0,1,9,9,0,0.0,15000.0,12500,2011
715210,36,Current,0.15324,0.1249,0.1149,7,Debt Consolidation,VA,Social Worker,Employed,0,3,78,78,0,0.0,21000.0,6500,2013
423569,36,Completed,0.11088,0.079,0.069,10,Debt Consolidation,CA,Biologist,Full-time,0,1,21,21,0,0.0,4400.0,1100,2009
899274,36,Current,0.33215,0.2925,0.2825,2,Debt Consolidation,NJ,Sales - Retail,Employed,0,1,8,8,0,0.0,4000.0,3000,2013
850081,60,Current,0.33698,0.3096,0.2996,3,Debt Consolidation,AZ,Analyst,Employed,0,1,16,16,0,0.0,2000.0,2000,2013
534687,36,Current,0.18751,0.1656,0.1556,7,Debt Consolidation,UT,Student - College Junior,Employed,0,1,35,33,2,0.0,14000.0,15000,2011
799604,60,Current,0.24282,0.2179,0.2079,9,Medical/Dental,NC,Police Officer/Correction Officer,Employed,0,2,17,17,0,0.0,23000.0,2500,2013
512409,36,Completed,0.34621,0.3099,0.2999,1,Debt Consolidation,MD,Accountant/CPA,Full-time,9650,1,4,4,0,0.0,10000.0,7500,2011
1088482,60,Current,0.15016,0.1274,0.1174,11,Other,CO,Other,Employed,0,2,47,47,0,0.0,19500.0,15000,2014
843019,36,Current,0.35356,0.3134,0.3034,5,Home Improvement,KS,Other,Full-time,0,3,80,80,0,0.0,13500.0,2000,2013
576683,36,Current,0.12528,0.0974,0.0874,8,Large Purchases,NC,Clerical,Employed,0,1,18,18,0,0.0,10000.0,5000,2012
853222,36,Completed,0.27285,0.2346,0.2246,10,Debt Consolidation,FL,Sales - Commission,Employed,124691,2,22,22,0,0.0,9000.0,2000,2013
593114,36,Current,0.26681,0.2287,0.2187,4,Debt Consolidation,KY,Other,Employed,0,1,9,9,0,0.0,7000.0,7000,2012
506211,36,Completed,0.27467,0.2399,0.2299,4,Home Improvement,IN,Other,Employed,0,1,21,20,1,0.0,2800.0,3600,2011
